,Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
353,354,S92000003,P,0,1,6,1,2,1,1,1,2,1,1,4,3,1
354,355,S92000003,P,1,2,7,2,2,1,2,1,1,5,5,11,X,1
355,356,S92000003,P,1,1,5,2,2,1,3,1,9,8,5,3,X,3
356,357,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
357,358,S92000003,P,1,2,1,1,1,2,1,1,1,X,X,X,X,X
358,359,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
359,360,S92000003,P,4,2,4,4,2,1,1,1,1,1,2,11,3,1
360,361,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
361,362,S92000003,P,1,1,7,2,2,1,3,1,1,5,5,4,X,3
362,363,S92000003,P,0,1,7,4,2,1,3,1,2,5,5,3,X,3
363,364,S92000003,P,1,2,2,1,2,1,1,1,1,1,7,7,3,3
364,365,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,10,3,1
365,366,S92000003,P,1,1,6,2,2,2,2,1,2,1,4,6,3,2
366,367,S92000003,P,1,2,2,1,2,1,1,1,1,1,6,11,3,4
367,368,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,10,X,1
368,369,S92000003,P,1,2,6,2,2,1,2,1,1,1,4,11,2,2
369,370,S92000003,P,1,1,6,2,2,1,1,1,9,5,9,6,X,4
370,371,S92000003,P,0,1,4,1,2,1,1,1,2,1,2,11,3,2
371,372,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
372,373,S92000003,P,1,1,8,2,2,1,2,1,2,5,4,8,X,2
373,374,S92000003,P,1,1,6,2,2,1,1,1,2,3,2,7,X,2
374,375,S92000003,P,1,2,4,2,2,1,1,1,1,2,2,11,3,1
375,376,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,7,X,2
376,377,S92000003,P,2,1,8,5,2,1,2,1,2,5,8,2,X,4
377,378,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
378,379,S92000003,P,4,2,8,5,2,1,5,1,2,5,9,12,X,4
379,380,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,8,X,2
380,381,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
381,382,S92000003,P,1,2,6,2,2,1,1,1,2,1,7,7,3,4
382,383,S92000003,P,1,2,7,2,2,1,1,1,2,1,3,11,1,2
383,384,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,10,2,1
384,385,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,11,X,3
385,386,S92000003,P,1,1,2,1,1,2,1,1,1,6,3,8,X,1
386,387,S92000003,P,1,2,4,2,2,1,2,1,1,7,4,12,X,2
387,388,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
388,389,S92000003,P,1,2,6,2,2,1,3,1,2,5,4,3,X,2
389,390,S92000003,P,1,1,4,2,2,1,1,1,1,2,5,3,4,3
390,391,S92000003,P,2,1,3,1,2,1,1,1,1,1,8,6,3,3
391,392,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
392,393,S92000003,P,0,2,6,4,2,1,2,1,1,1,6,11,2,4
393,394,S92000003,P,1,1,6,2,2,1,2,1,9,5,4,9,X,1
394,395,S92000003,P,1,2,4,2,2,1,2,1,9,1,2,11,3,2
395,396,S92000003,P,1,1,4,2,2,1,1,1,2,1,9,1,3,4
396,397,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
397,398,S92000003,P,0,2,6,4,2,1,1,1,2,1,2,10,3,1
398,399,S92000003,P,2,2,3,1,2,1,1,1,2,7,2,11,X,3
399,400,S92000003,P,0,2,8,5,2,1,4,1,2,5,X,X,X,4
400,401,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
401,402,S92000003,P,1,2,4,2,2,1,2,1,1,2,1,4,2,3
402,403,S92000003,P,1,1,6,2,2,1,1,1,1,5,4,7,X,1
403,404,S92000003,P,1,2,4,2,2,1,3,1,2,7,9,5,X,1
404,405,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,3
405,406,S92000003,P,1,1,6,2,2,1,2,1,2,1,7,2,4,4
406,407,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
407,408,S92000003,P,1,1,1,1,1,2,1,3,6,X,X,X,X,X
408,409,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
409,410,S92000003,P,1,2,2,2,2,1,2,1,2,1,6,13,2,3
410,411,S92000003,P,2,1,5,4,2,1,1,1,2,2,5,3,3,3
411,412,S92000003,P,1,2,5,2,2,1,2,1,2,1,4,9,3,2
412,413,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
413,414,S92000003,P,1,1,5,2,2,1,1,1,1,5,3,9,X,2
414,415,S92000003,P,1,1,5,2,2,1,2,1,2,1,3,2,3,2
415,416,S92000003,P,4,2,3,1,2,1,1,1,1,2,3,13,1,4
416,417,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
417,418,S92000003,P,1,2,4,2,2,1,1,1,1,1,6,10,3,2
418,419,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
419,420,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
420,421,S92000003,P,1,1,4,2,2,1,1,1,1,1,2,8,4,1
421,422,S92000003,P,1,1,2,1,1,1,1,1,1,6,7,4,X,1
422,423,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
423,424,S92000003,P,1,2,4,2,2,1,1,1,2,1,3,6,3,4
424,425,S92000003,P,1,2,7,2,2,1,3,1,2,5,4,11,X,2
425,426,S92000003,P,1,2,7,2,2,1,1,1,2,5,2,10,X,1
426,427,S92000003,P,0,2,5,5,2,1,1,1,2,1,4,2,3,2
427,428,S92000003,P,1,1,6,2,2,1,1,1,9,5,3,9,X,2
428,429,S92000003,P,1,2,7,2,2,1,2,1,2,5,2,10,X,1
429,430,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,2
430,431,S92000003,P,1,1,6,2,2,1,1,1,2,2,5,13,2,3
431,432,S92000003,P,1,1,8,2,2,1,1,1,2,5,1,2,X,2
432,433,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,10,3,1
433,434,S92000003,P,0,1,5,2,2,1,1,1,2,1,3,3,3,2
434,435,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
435,436,S92000003,P,0,2,8,5,2,1,1,1,2,5,4,8,X,2
436,437,S92000003,P,2,1,6,4,2,1,1,1,2,1,9,8,3,4
437,438,S92000003,P,1,1,7,2,2,1,2,1,2,5,2,10,X,1
438,439,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,2
439,440,S92000003,P,0,2,8,5,2,1,4,1,2,5,9,11,X,4
440,441,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,8,4,1
441,442,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
442,443,S92000003,P,1,2,6,2,2,1,2,1,2,5,6,11,X,3
443,444,S92000003,P,1,2,6,2,2,1,2,1,1,5,7,4,X,3
444,445,S92000003,P,1,2,6,2,2,1,2,1,1,2,4,4,3,3
445,446,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
446,447,S92000003,P,1,1,4,2,2,1,1,1,1,1,3,2,3,2
447,448,S92000003,P,0,1,8,5,2,2,2,1,2,5,9,4,X,4
448,449,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
449,450,S92000003,P,0,2,7,5,2,1,2,1,2,5,9,11,X,4
450,451,S92000003,P,0,2,5,1,2,1,4,1,2,1,6,11,3,3
451,452,S92000003,P,0,2,7,5,2,1,1,1,2,5,4,5,X,2
452,453,S92000003,P,4,2,5,1,2,1,2,1,2,1,7,4,2,4
453,454,S92000003,P,0,1,4,1,2,1,2,1,2,8,7,4,X,4
454,455,S92000003,P,0,2,8,5,2,1,1,1,1,5,4,11,X,2
455,456,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,10,3,1
456,457,S92000003,P,1,2,6,2,2,1,1,1,1,1,3,7,3,2
457,458,S92000003,P,1,2,7,2,2,1,3,1,9,5,9,8,X,4
458,459,S92000003,P,0,2,3,1,2,1,2,1,2,1,6,13,3,3
459,460,S92000003,P,2,2,4,1,2,1,2,1,1,2,8,6,1,4
460,461,S92000003,P,2,1,8,1,2,1,2,1,2,5,3,9,X,2
461,462,S92000003,P,2,2,4,1,2,1,1,1,2,1,7,4,2,3
462,463,S92000003,P,1,1,7,2,2,1,3,1,2,5,8,2,X,3
463,464,S92000003,P,4,2,2,1,2,1,2,1,1,1,6,11,2,4
464,465,S92000003,P,2,2,3,1,2,1,2,1,2,1,3,10,2,3
465,466,S92000003,P,0,2,8,5,2,1,3,1,2,5,9,10,X,4
466,467,S92000003,P,4,2,8,5,2,1,2,1,2,2,9,1,3,4
467,468,S92000003,P,1,1,6,2,2,1,2,1,1,2,3,6,3,2
468,469,S92000003,P,1,1,7,2,2,1,2,1,2,5,2,10,X,1
469,470,S92000003,P,2,2,4,4,2,1,1,1,2,1,9,10,2,3
470,471,S92000003,P,1,1,8,2,2,1,2,1,1,5,1,6,X,2
471,472,S92000003,P,2,2,4,4,2,1,3,1,1,1,6,10,2,4
472,473,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
473,474,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
474,475,S92000003,P,1,1,7,2,2,1,5,1,2,8,8,2,X,4
475,476,S92000003,P,0,2,7,5,2,1,2,1,2,1,6,11,3,3
476,477,S92000003,P,1,2,4,2,2,1,2,1,1,1,4,12,2,4
477,478,S92000003,P,4,2,1,1,2,1,1,1,2,X,X,X,X,X
478,479,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
479,480,S92000003,P,4,2,1,1,2,1,2,1,9,X,X,X,X,X
480,481,S92000003,P,2,1,1,1,1,1,2,1,2,X,X,X,X,X
481,482,S92000003,P,4,2,4,1,2,1,2,1,1,1,6,10,2,3
482,483,S92000003,P,1,1,7,2,2,1,2,1,9,5,3,2,X,2
483,484,S92000003,P,0,1,4,1,2,1,1,1,1,9,X,X,X,4
484,485,S92000003,P,2,2,4,1,2,2,1,1,1,1,2,11,3,1
485,486,S92000003,P,0,1,6,1,2,1,2,1,2,2,5,3,2,3
486,487,S92000003,P,0,1,5,1,2,1,2,1,1,1,4,9,3,2
487,488,S92000003,P,3,2,1,1,1,1,1,1,1,X,X,X,X,X
488,489,S92000003,P,0,1,6,4,2,1,1,1,1,1,2,11,4,1
489,490,S92000003,P,2,1,4,1,2,1,1,1,2,1,5,4,3,3
490,491,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
491,492,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
492,493,S92000003,P,1,2,4,2,2,1,2,1,2,1,7,4,1,2
493,494,S92000003,P,1,2,5,2,2,1,1,1,9,7,9,8,X,3
494,495,S92000003,P,1,2,4,2,2,1,2,1,2,1,2,10,4,2
495,496,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
496,497,S92000003,P,1,1,5,2,2,1,2,1,1,1,3,11,2,1
497,498,S92000003,P,1,1,4,2,2,1,1,1,1,2,2,8,3,1
498,499,S92000003,P,1,2,6,2,2,1,1,1,2,2,6,11,3,2
499,500,S92000003,P,1,2,3,1,2,1,1,1,1,1,1,4,4,2
500,501,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
501,502,S92000003,P,1,1,4,2,2,1,1,1,2,1,1,3,3,1
502,503,S92000003,P,1,2,2,1,2,1,2,1,2,3,X,X,X,3
503,504,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,8,3,2
504,505,S92000003,P,0,2,5,1,2,1,3,1,2,8,6,6,X,4
505,506,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
506,507,S92000003,P,3,1,6,3,2,1,2,1,1,5,2,3,X,1
507,508,S92000003,P,1,2,7,2,2,1,3,1,2,5,3,10,X,2
508,509,S92000003,P,2,1,2,1,1,1,1,1,1,6,X,X,X,4
509,510,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
510,511,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
511,512,S92000003,P,0,1,6,4,2,1,2,1,2,1,3,2,4,2
512,513,S92000003,P,1,1,8,2,2,1,3,1,2,5,5,1,X,4
513,514,S92000003,C,X,1,2,1,1,1,1,1,2,6,X,X,X,X
514,515,S92000003,C,X,2,2,1,1,1,1,1,2,6,X,X,X,X
515,516,S92000003,C,X,1,2,1,1,2,1,1,2,6,X,X,X,X
516,517,S92000003,C,X,1,1,1,1,1,1,1,2,X,X,X,X,X
517,518,S92000003,C,X,1,2,1,1,2,1,1,2,6,X,X,X,X
518,519,S92000003,C,X,1,2,1,1,1,1,1,2,6,X,X,X,X
519,520,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
520,521,S92000003,P,1,1,7,2,2,1,2,1,2,2,5,1,4,3
521,522,S92000003,P,0,2,7,5,2,1,1,1,2,5,4,3,X,2
522,523,S92000003,P,0,1,3,1,2,1,1,1,9,1,7,4,2,4
523,524,S92000003,C,X,1,8,2,2,1,3,1,9,5,X,X,X,X
524,525,S92000003,P,1,2,7,2,2,1,2,1,1,5,4,4,X,2
525,526,S92000003,C,X,2,8,5,2,1,2,1,2,5,7,4,X,X
526,527,S92000003,P,4,2,4,3,2,1,2,1,1,1,2,11,3,2
527,528,S92000003,P,0,1,4,1,2,1,3,1,2,8,X,X,X,4
528,529,S92000003,P,0,1,3,1,2,1,4,1,1,9,9,3,X,4
529,530,S92000003,P,0,2,8,2,2,1,2,3,2,5,X,X,X,4
530,531,S92000003,P,0,2,3,1,2,1,1,1,1,1,3,9,3,2
531,532,S92000003,P,0,1,5,3,2,1,2,1,2,1,9,8,4,4
532,533,S92000003,P,3,1,2,1,2,1,2,1,1,3,X,X,X,4
533,534,S92000003,P,1,1,8,2,2,1,2,1,2,5,8,2,X,4
534,535,S92000003,P,2,1,3,1,2,1,1,1,2,1,9,9,3,4
535,536,S92000003,P,2,1,5,4,2,1,2,1,1,1,6,11,3,4
536,537,S92000003,P,1,1,4,2,2,1,2,1,2,1,5,12,3,3
537,538,S92000003,P,1,1,7,2,2,1,1,1,2,5,3,9,X,2
538,539,S92000003,P,1,1,4,2,2,1,1,1,1,1,8,6,4,3
539,540,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
540,541,S92000003,P,1,1,5,2,2,1,1,1,2,2,8,6,4,3
541,542,S92000003,P,5,2,3,1,2,2,2,1,2,1,9,5,3,3
542,543,S92000003,P,1,1,3,2,2,1,1,1,2,2,5,1,4,3
543,544,S92000003,P,3,2,3,1,2,1,2,1,1,1,3,11,3,3
544,545,S92000003,P,0,1,7,5,2,1,3,1,2,5,5,2,X,3
545,546,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
546,547,S92000003,P,2,2,2,1,2,1,1,1,2,1,4,4,3,3
547,548,S92000003,P,1,1,7,2,2,1,3,1,2,5,9,4,X,4
548,549,S92000003,P,4,2,1,1,1,1,1,5,1,X,X,X,X,X
549,550,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
550,551,S92000003,P,4,2,4,4,2,1,2,1,1,1,6,11,2,4
551,552,S92000003,P,1,1,3,1,2,1,1,1,9,2,3,6,4,2
552,553,S92000003,P,0,2,7,5,2,1,2,1,2,1,4,11,1,2
553,554,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,9,3,1
554,555,S92000003,P,4,1,2,1,2,1,2,1,1,2,9,1,4,3
555,556,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,10,2,2
556,557,S92000003,P,1,2,4,2,2,1,1,1,9,2,4,7,4,1
557,558,S92000003,P,1,1,4,2,2,1,2,1,1,1,3,3,3,2
558,559,S92000003,P,1,1,5,2,2,1,1,1,1,1,1,6,2,1
559,560,S92000003,P,1,2,6,2,2,1,2,1,1,5,4,10,X,4
560,561,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
561,562,S92000003,P,1,2,5,2,2,1,1,1,1,1,4,7,3,2
562,563,S92000003,P,2,2,5,5,2,1,1,1,1,1,1,4,3,2
563,564,S92000003,P,3,1,2,1,2,1,1,1,1,2,5,3,2,4
564,565,S92000003,P,1,1,2,1,1,1,1,1,2,4,4,7,3,4
565,566,S92000003,P,0,1,4,2,2,2,2,1,2,1,8,4,3,4
566,567,S92000003,P,2,1,4,3,2,1,1,1,1,1,8,2,3,3
567,568,S92000003,P,2,1,7,5,2,1,2,1,2,1,5,2,4,3
568,569,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
569,570,S92000003,P,1,1,5,2,1,1,1,1,2,4,5,2,3,2
570,571,S92000003,P,1,1,5,2,2,1,1,1,2,1,2,3,3,2
571,572,S92000003,P,0,2,3,1,2,1,3,1,9,8,X,X,X,4
572,573,S92000003,P,1,2,6,2,2,1,2,1,1,5,4,7,X,2
573,574,S92000003,P,1,2,2,1,2,1,2,1,2,1,9,5,2,2
574,575,S92000003,P,2,1,6,4,2,1,1,1,2,2,5,3,3,3
575,576,S92000003,P,0,2,3,1,2,1,1,1,2,1,2,8,4,1
576,577,S92000003,P,1,2,4,2,2,2,2,3,1,1,6,9,1,4
577,578,S92000003,P,1,1,5,2,2,1,2,1,2,1,8,3,3,3
578,579,S92000003,P,4,2,8,5,2,1,3,1,1,5,9,10,X,4
579,580,S92000003,P,0,2,4,1,2,1,4,1,1,8,X,X,X,4
580,581,S92000003,P,1,1,3,2,2,1,1,1,2,1,1,4,4,4
581,582,S92000003,P,0,2,3,4,2,1,2,1,1,1,2,11,3,2
582,583,S92000003,P,1,2,3,2,2,1,2,1,1,1,6,11,2,4
583,584,S92000003,P,0,2,7,5,2,1,1,1,2,5,9,4,X,4
584,585,S92000003,P,2,1,4,3,2,1,3,1,2,1,8,6,3,4
585,586,S92000003,P,0,2,5,1,2,1,2,1,5,2,3,12,4,2
586,587,S92000003,P,0,1,2,1,2,1,1,1,1,8,X,X,X,4
587,588,S92000003,P,1,2,6,2,2,1,3,1,1,5,2,11,X,4
588,589,S92000003,P,1,2,6,2,2,1,1,1,1,5,3,7,X,4
589,590,S92000003,P,0,2,6,5,2,1,2,1,1,5,4,7,X,2
590,591,S92000003,P,1,1,3,2,2,1,1,1,1,1,2,3,4,1
591,592,S92000003,P,4,2,3,1,2,1,1,1,8,2,5,2,2,3
592,593,S92000003,P,2,1,3,1,2,1,1,1,1,1,2,5,4,3
593,594,S92000003,P,0,2,5,1,2,1,1,1,1,1,3,2,3,1
594,595,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,1
595,596,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
596,597,S92000003,P,0,2,8,5,2,1,2,1,2,5,4,7,X,2
597,598,S92000003,P,1,2,1,1,1,1,1,3,1,X,X,X,X,X
598,599,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,11,3,1
599,600,S92000003,P,1,2,2,1,2,1,1,1,2,6,7,4,X,2
600,601,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,10,X,1
601,602,S92000003,P,1,1,4,2,2,1,1,1,2,2,1,5,4,2
602,603,S92000003,P,1,1,5,2,2,1,1,1,1,1,3,8,4,1
603,604,S92000003,P,5,2,8,1,2,1,2,1,9,5,1,12,X,2
604,605,S92000003,P,0,2,7,5,2,1,2,1,2,5,7,4,X,4
605,606,S92000003,P,2,1,4,1,2,1,2,1,1,7,9,5,X,4
606,607,S92000003,P,1,1,4,2,2,1,1,1,2,1,8,6,3,3
607,608,S92000003,P,0,2,3,1,2,1,1,1,2,1,4,8,3,2
608,609,S92000003,P,0,2,7,4,2,1,2,1,2,5,4,7,X,2
609,610,S92000003,P,5,1,7,1,2,1,3,1,2,5,1,5,X,3
610,611,S92000003,P,1,2,6,2,2,1,1,1,1,2,3,8,4,1
611,612,S92000003,P,1,1,7,2,2,1,3,1,2,5,8,2,X,4
612,613,S92000003,P,2,2,5,4,2,1,1,1,2,1,6,11,3,3
613,614,S92000003,P,4,2,4,4,2,1,1,2,1,2,1,4,3,1
614,615,S92000003,P,1,1,4,2,2,1,1,1,1,1,8,6,3,3
615,616,S92000003,P,1,2,6,2,2,1,2,1,2,1,4,10,2,1
616,617,S92000003,P,1,1,8,2,2,1,4,1,1,5,8,2,X,4
617,618,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
618,619,S92000003,P,1,2,7,2,2,1,2,1,8,5,3,13,X,2
619,620,S92000003,P,1,1,1,1,1,1,1,2,2,X,X,X,X,X
620,621,S92000003,P,0,1,7,4,2,1,2,1,2,5,8,3,X,3
621,622,S92000003,P,1,2,7,2,2,1,1,1,2,5,9,1,X,4
622,623,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
623,624,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,10,X,4
624,625,S92000003,P,1,2,4,2,2,1,1,1,1,1,7,4,2,3
625,626,S92000003,P,1,2,7,2,2,1,3,1,2,5,9,9,X,4
626,627,S92000003,P,4,2,8,5,2,1,4,1,2,5,X,X,X,4
627,628,S92000003,P,0,2,8,1,2,1,2,1,2,5,7,4,X,4
628,629,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
629,630,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
630,631,S92000003,P,1,1,5,2,2,1,1,1,2,1,5,2,3,3
631,632,S92000003,P,1,1,7,2,2,1,3,1,9,5,9,1,X,4
632,633,S92000003,P,1,2,6,2,2,1,1,1,2,1,6,11,2,3
633,634,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
634,635,S92000003,P,1,1,3,2,2,1,1,1,1,7,9,6,X,4
635,636,S92000003,P,1,2,5,2,2,1,2,1,9,1,1,4,4,1
636,637,S92000003,P,1,2,3,2,2,1,1,1,1,1,2,8,2,3
637,638,S92000003,P,1,2,3,2,2,1,1,1,2,2,6,13,3,3
638,639,S92000003,P,3,1,5,4,2,1,5,1,2,8,8,6,X,3
639,640,S92000003,P,1,2,6,2,2,1,2,1,2,1,6,11,2,2
640,641,S92000003,P,0,1,5,4,2,1,2,1,2,3,8,8,X,4
641,642,S92000003,P,1,1,7,2,2,1,2,1,2,5,1,10,X,2
642,643,S92000003,P,3,2,5,1,2,1,1,1,9,1,4,11,3,4
643,644,S92000003,P,1,2,6,2,2,1,1,1,2,5,1,7,X,1
644,645,S92000003,P,1,1,8,2,2,1,2,1,1,1,5,1,4,3
645,646,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
646,647,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
647,648,S92000003,P,1,1,6,2,2,1,1,1,2,1,5,3,3,3
648,649,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
649,650,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
650,651,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
651,652,S92000003,P,2,2,5,4,2,1,1,1,9,2,1,4,2,2
652,653,S92000003,P,1,2,5,2,2,1,2,1,2,1,3,11,2,3
653,654,S92000003,P,1,1,4,2,2,1,1,1,2,2,5,3,4,2
654,655,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
655,656,S92000003,P,1,1,7,2,2,2,1,1,2,5,1,2,X,4
656,657,S92000003,P,1,2,3,2,2,1,1,1,2,1,3,9,2,2
657,658,S92000003,P,4,2,1,1,1,1,2,1,9,X,X,X,X,X
658,659,S92000003,P,1,1,7,2,2,1,3,1,2,5,5,4,X,3
659,660,S92000003,P,1,1,5,2,2,1,1,1,1,3,9,1,X,4
660,661,S92000003,P,1,1,6,2,2,1,1,1,2,1,9,3,3,4
661,662,S92000003,P,1,1,5,2,2,1,2,1,1,1,8,4,4,4
662,663,S92000003,P,1,2,5,2,2,1,3,1,2,1,6,9,2,2
663,664,S92000003,P,4,2,6,4,2,1,1,1,2,1,6,11,3,4
664,665,S92000003,P,2,2,2,1,2,1,1,1,1,2,6,13,3,3
665,666,S92000003,P,1,2,7,2,2,1,2,1,2,5,8,2,X,3
666,667,S92000003,P,1,1,5,2,2,1,1,1,9,1,5,3,3,3
667,668,S92000003,P,1,1,3,1,2,1,1,1,1,1,6,11,3,2
668,669,S92000003,P,1,2,2,1,2,1,2,1,1,1,9,4,3,3
669,670,S92000003,P,2,2,3,1,2,1,1,1,1,1,6,11,3,3
670,671,S92000003,P,1,1,4,2,2,1,2,1,1,1,4,2,3,2
671,672,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
672,673,S92000003,P,0,2,3,1,2,1,1,1,1,1,7,3,3,2
673,674,S92000003,P,2,1,4,1,2,1,1,1,9,1,8,2,3,3
674,675,S92000003,P,1,2,5,2,2,1,3,1,2,8,3,11,X,2
675,676,S92000003,P,1,2,5,2,2,1,2,1,2,1,4,11,3,2
676,677,S92000003,P,0,2,7,5,2,1,4,1,2,5,8,2,X,4
677,678,S92000003,P,1,2,6,2,2,1,2,1,2,1,4,4,3,2
678,679,S92000003,P,1,2,6,2,2,1,2,1,2,5,7,3,X,3
679,680,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
680,681,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
681,682,S92000003,P,2,1,2,1,2,1,1,1,1,3,6,12,X,2
682,683,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,10,3,3
683,684,S92000003,P,1,2,7,2,2,1,2,1,2,5,4,2,X,2
684,685,S92000003,P,2,2,5,1,2,1,1,1,2,1,4,4,3,3
685,686,S92000003,P,1,1,4,2,2,1,2,1,2,2,5,3,3,3
686,687,S92000003,P,2,1,5,1,2,1,2,1,2,1,3,2,3,2
687,688,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
688,689,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,3,2,1
689,690,S92000003,P,2,2,4,4,2,1,3,1,2,1,9,8,1,3
690,691,S92000003,P,1,2,2,1,1,1,1,1,2,6,X,X,X,3
691,692,S92000003,P,1,2,5,2,2,1,2,1,1,1,4,10,2,3
692,693,S92000003,P,1,1,5,2,2,1,2,1,1,1,9,2,3,4
693,694,S92000003,P,1,2,4,2,2,1,1,1,2,1,6,11,2,3
694,695,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
695,696,S92000003,P,1,2,2,1,1,1,2,1,2,6,7,4,X,3
696,697,S92000003,P,1,1,3,1,2,1,2,1,1,1,9,5,2,2
697,698,S92000003,P,4,2,5,3,2,1,3,1,2,1,7,4,3,3
698,699,S92000003,P,2,2,3,1,2,1,2,1,2,3,7,4,X,3
699,700,S92000003,P,2,1,5,2,2,1,2,1,2,1,5,2,3,3
700,701,S92000003,P,1,2,4,2,2,1,1,1,2,1,3,11,4,4
701,702,S92000003,P,4,2,4,4,2,1,2,1,2,3,6,11,X,4
702,703,S92000003,P,0,1,4,3,2,1,1,1,2,1,5,5,4,3
703,704,S92000003,P,1,2,1,1,2,1,2,1,2,X,X,X,X,X
704,705,S92000003,P,3,2,2,1,2,1,1,1,1,1,6,11,3,2
705,706,S92000003,P,0,1,5,2,2,2,1,1,2,1,8,6,3,3
706,707,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
707,708,S92000003,P,1,1,1,1,2,1,2,1,1,X,X,X,X,X
708,709,S92000003,P,0,1,5,3,2,1,2,1,2,9,3,6,X,2
